subject,predicate,object
851981,hasDescription,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50"
851989,hasDescription,Sound recording or reproducing apparatus; n.e.c. in heading no 8519
852110,hasDescription,Video recording or reproducing apparatus; magnetic tape-type
852190,hasDescription,Video recording or reproducing apparatus; other than magnetic tape-type
852210,hasDescription,"Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges"
852290,hasDescription,"Sound or video recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges"
852321,hasDescription,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37"
852329,hasDescription,"Magnetic media; other than cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37"
852341,hasDescription,"Optical media; unrecorded, excluding products of Chapter 37"
852349,hasDescription,"Optical media; recorded, excluding products of Chapter 37"
852351,hasDescription,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37"
852352,hasDescription,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37"
852359,hasDescription,"Semiconductor media; other than smart cards, whether or not recorded, excluding products of Chapter 37"
852380,hasDescription,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37"
852411,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, without drivers or control circuits"
852412,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (OLED), without drivers or control circuits"
852419,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (OLED), without drivers or control circuits"
852491,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, with drivers or control circuits"
852492,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (OLED), with drivers or control circuits"
852499,hasDescription,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (OLED), with drivers or control circuits"
852550,hasDescription,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus"
852560,hasDescription,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, incorporating reception apparatus"
852581,hasDescription,"Television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter"
852582,hasDescription,"Television cameras, digital cameras and video camera recorders; radiation-hardened or radiation-tolerant goods as specified in subheading note 2 to this chapter"
852583,hasDescription,"Television cameras, digital cameras and video camera recorders; night vision goods as specified in subheading note 3 to this chapter"
852589,hasDescription,Television cameras; n.e.c. in item no 8525.8
852610,hasDescription,Radar apparatus
852691,hasDescription,Radio navigational aid apparatus
852692,hasDescription,Radio remote control apparatus
852712,hasDescription,Radio broadcast receivers capable of operating without an external power source; pocket-size radio cassette-players
852713,hasDescription,"Radio broadcast receivers capable of operating without an external power source; apparatus (other than pocket-size radio cassette-players), combined with sound recording or reproducing apparatus"
852719,hasDescription,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1
852721,hasDescription,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus"
852729,hasDescription,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; not combined with sound recording or reproducing apparatus"
852791,hasDescription,Radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus
852792,hasDescription,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock
852799,hasDescription,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus and not combined with a clock
852842,hasDescription,"Monitors; cathode-ray tube, capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71"
852849,hasDescription,"Monitors; cathode-ray tube, n.e.c. in subheading 8528.42, whether or not colour"
852852,hasDescription,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
852859,hasDescription,"Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour"
852862,hasDescription,Projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
852869,hasDescription,"Projectors; n.e.c. in subheading 8528.62, whether or not colour"
852871,hasDescription,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen"
852872,hasDescription,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen"
852873,hasDescription,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen"
852910,hasDescription,Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith
852990,hasDescription,"Reception and transmission apparatus; for use with the apparatus of heading no. 8524 to 8528, excluding aerials and aerial reflectors"
853010,hasDescription,"Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)"
853080,hasDescription,"Signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)"
853090,hasDescription,"Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)"
853110,hasDescription,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530"
853120,hasDescription,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED), excluding those of heading no. 8512 or 8530"
853180,hasDescription,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530"
853190,hasDescription,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531"
853210,hasDescription,"Electrical capacitors; fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)"
853221,hasDescription,"Electrical capacitors; fixed, tantalum"
853222,hasDescription,"Electrical capacitors; fixed, aluminium electrolytic"
853223,hasDescription,"Electrical capacitors; fixed, ceramic dielectric, single layer"
853224,hasDescription,"Electrical capacitors; fixed, ceramic dielectric, multilayer"
853225,hasDescription,"Electrical capacitors; fixed, dielectric of paper or plastics"
853229,hasDescription,"Electrical capacitors; fixed, n.e.c. in heading no. 8532"
853230,hasDescription,Electrical capacitors; variable or adjustable (pre-set) capacitors
853290,hasDescription,Electrical capacitors; parts of the capacitors of heading no. 8532
853310,hasDescription,"Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)"
853321,hasDescription,"Electrical resistors; fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853329,hasDescription,"Electrical resistors; fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853331,hasDescription,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)"
853339,hasDescription,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)"
853340,hasDescription,"Electrical resistors; variable, including rheostats and potentiometers (excluding heating)"
853390,hasDescription,Resistors; parts of the resistors of heading no. 8533
853400,hasDescription,Circuits; printed
853510,hasDescription,"Electrical apparatus; fuses, for a voltage exceeding 1000 volts"
853521,hasDescription,"Electrical apparatus; automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV"
853529,hasDescription,"Electrical apparatus; automatic circuit breakers, for a voltage of 72.5kV or more"
853530,hasDescription,"Electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts"
853540,hasDescription,"Electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)"
853590,hasDescription,"Electrical apparatus; n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts"
853610,hasDescription,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts"
853620,hasDescription,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts"
853630,hasDescription,"Electrical apparatus; for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
853641,hasDescription,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)"
853649,hasDescription,"Electrical apparatus; relays, for a voltage exceeding 60 volts"
853650,hasDescription,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
853661,hasDescription,"Electrical apparatus; lamp-holders, for a voltage not exceeding 1000 volts"
853669,hasDescription,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts"
853670,hasDescription,"Connectors for optical fibres, optical fibre bundles or cables"
853690,hasDescription,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts"
853710,hasDescription,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts"
853720,hasDescription,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts"
853810,hasDescription,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus"
853890,hasDescription,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
853910,hasDescription,Lamps; sealed beam units
853921,hasDescription,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen"
853922,hasDescription,"Lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen"
853929,hasDescription,"Lamps; filament, (excluding ultra-violet or infra-red), n.e.c. in item no. 8539.2"
853931,hasDescription,"Lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode"
853932,hasDescription,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps"
853939,hasDescription,"Lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)"
853941,hasDescription,Lamps; arc-lamps
853949,hasDescription,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)"
853951,hasDescription,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules"
853952,hasDescription,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) lamps"
853990,hasDescription,Lamps; parts of the lamps of heading no. 8539
854011,hasDescription,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour"
854012,hasDescription,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, monochrome"
854020,hasDescription,"Tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes"
854040,hasDescription,"Tubes; data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4mm"
854060,hasDescription,"Tubes; cathode ray, n.e.c. in heading no. 8540"
854071,hasDescription,"Tubes; microwave, magnetrons, excluding grid-controlled tubes"
854079,hasDescription,"Tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes"
854081,hasDescription,Valves and tubes; receiver or amplifier
854089,hasDescription,Valves and tubes; n.e.c. in heading no. 8540
854091,hasDescription,Tubes; parts of cathode-ray tubes
854099,hasDescription,"Valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes"
854110,hasDescription,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)"
854121,hasDescription,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W"
854129,hasDescription,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more"
854130,hasDescription,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices"
854141,hasDescription,"Electrical apparatus; photosensitive semiconductor devices, light emitting diodes (LED)"
854142,hasDescription,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells not assembled in modules or made up into panels"
854143,hasDescription,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells assembled in modules or made up into panels"
854149,hasDescription,"Electrical apparatus; photosensitive semiconductor devices, diodes other than light emitting diodes and photovoltaic cells whether or not assembled in modules or made up into panels"
854151,hasDescription,"Electrical apparatus; photosensitive semiconductor devices, semiconductor-based transducers"
854159,hasDescription,Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541
854160,hasDescription,Crystals; mounted piezo-electric
854190,hasDescription,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices"
854231,hasDescription,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
854232,hasDescription,Electronic integrated circuits; memories
854233,hasDescription,Electronic integrated circuits; amplifiers
854239,hasDescription,Electronic integrated circuits; n.e.c. in heading no. 8542
854290,hasDescription,Parts of electronic integrated circuits
854310,hasDescription,Electrical machines and apparatus; particle accelerators
854320,hasDescription,Electrical machines and apparatus; signal generators
854330,hasDescription,"Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis"
854340,hasDescription,Electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices
854370,hasDescription,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543"
854390,hasDescription,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543
854411,hasDescription,"Insulated electric conductors; winding wire, of copper"
854419,hasDescription,"Insulated electric conductors; winding wire, (of other than copper)"
854420,hasDescription,Insulated electric conductors; co-axial cable and other co-axial electric conductors
854430,hasDescription,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854442,hasDescription,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors"
854449,hasDescription,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors"
854460,hasDescription,Insulated electric conductors; for a voltage exceeding 1000 volts
854470,hasDescription,Insulated electric conductors; optical fibre cables
854511,hasDescription,"Carbon electrodes; with or without metal, of a kind used for furnaces"
854519,hasDescription,"Carbon electrodes; with or without metal, of a kind used for other than furnaces"
854520,hasDescription,"Carbon brushes; with or without metal, used for electrical purposes"
854590,hasDescription,"Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes"
854610,hasDescription,Electrical insulators; of glass
854620,hasDescription,Electrical insulators; of ceramics
854690,hasDescription,Electrical insulators; other than of glass and ceramics
854710,hasDescription,"Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854720,hasDescription,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854790,hasDescription,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546"
854800,hasDescription,Electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter
854911,hasDescription,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators
854912,hasDescription,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, containing lead, cadmium or mercury, other than lead-acid accumulators"
854913,hasDescription,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, sorted by chemical type and not containing lead, cadmium or mercury"
854914,hasDescription,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, unsorted and not containing lead, cadmium or mercury"
854919,hasDescription,"Waste and scrap; of primary cells, primary batteries and electric accumulators, n.e.c. in item no 8549.1"
854921,hasDescription,"Electrical and electronic waste and scrap; of a kind used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switches, glass from cathode ray tubes or other activated glass, or electrical"
854929,hasDescription,Waste and scrap; of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21
854931,hasDescription,"Electrical and electronic waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switch"
854939,hasDescription,"Waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal n.e.c. in item no 8549.31"
854991,hasDescription,Waste and scrap; n.e.c. in heading no 8549
854999,hasDescription,Waste and scrap; n.e.c. in item no 8549.91
860110,hasDescription,Rail locomotives; powered from an external source of electricity
860120,hasDescription,Rail locomotives; powered by electric accumulators
860210,hasDescription,Rail locomotives; diesel-electric powered
860290,hasDescription,Rail locomotives and locomotive tenders; other than diesel-electric powered
860310,hasDescription,"Railway or tramway coaches, vans and trucks; self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)"
860390,hasDescription,"Railway or tramway coaches, vans and trucks; self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)"
860400,hasDescription,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)"
860500,hasDescription,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)"
860610,hasDescription,"Railway or tramway goods vans and wagons; tank wagons and the like, not self-propelled"
860630,hasDescription,"Railway or tramway goods vans and wagons; self-discharging, not self-propelled, excluding those of item no. 8606.10"
860691,hasDescription,"Railway or tramway goods vans and wagons; covered and closed, not self-propelled"
860692,hasDescription,"Railway or tramway goods vans and wagons; open, with non-removable sides of a height exceeding 60cm, not self-propelled"
860699,hasDescription,"Railway or tramway goods vans and wagons; n.e.c. in heading no. 8606, not self-propelled"
860711,hasDescription,"Railway or tramway locomotives or rolling stock; parts, driving bogies and bissel-bogies"
860712,hasDescription,"Railway or tramway locomotives or rolling stock; parts, bogies and bissel-bogies (excluding driving bogies and bissel-bogies)"
860719,hasDescription,"Railway or tramway locomotives or rolling stock; parts, axles and wheels, and parts thereof"
860721,hasDescription,"Railway or tramway locomotives or rolling stock; parts, air brakes and parts thereof"
860729,hasDescription,"Railway or tramway locomotives or rolling stock; parts, brakes (other than air brakes) and parts thereof"
860730,hasDescription,"Railway or tramway locomotives or rolling stock; parts, hooks and other coupling devices, buffers and parts thereof"
860791,hasDescription,Railway or tramway locomotives; parts n.e.c. in heading no. 8607
860799,hasDescription,Railway or tramway rolling stock; parts n.e.c. in heading no. 8607
860800,hasDescription,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof"
860900,hasDescription,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport
870110,hasDescription,Tractors; single axle
870121,hasDescription,"Tractors; road tractors for semi-trailers, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)"
870122,hasDescription,"Tractors; road tractors for semi-trailers, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motors for propulsion"
870123,hasDescription,"Tractors; road tractors for semi-trailers, with both spark-ignition internal combustion piston engine and electric motors for propulsion"
870124,hasDescription,"Tractors; road tractors for semi-trailers, with only electric motors for propulsion"
870129,hasDescription,"Tractors; road tractors for semi-trailers, with other propulsion methods n.e.c. in item no 8701.2"
870130,hasDescription,Tractors; track-laying
870191,hasDescription,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power not exceeding 18kW
870192,hasDescription,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 18kW but not exceeding 37kW
870193,hasDescription,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 37kW but not exceeding 75kW
870194,hasDescription,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 75kW but not exceeding 130kW
870195,hasDescription,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kW
870210,hasDescription,"Vehicles; public transport type (carries 10 or more persons, including driver), with only compression-ignition internal combustion piston engine (diesel or semi-diesel), new or used"
870220,hasDescription,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used"
870230,hasDescription,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used"
870240,hasDescription,"Vehicles; public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used"
870290,hasDescription,"Vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used"
870310,hasDescription,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles"
870321,hasDescription,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity not over 1000cc"
870322,hasDescription,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc"
870323,hasDescription,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc"
870324,hasDescription,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc"
870331,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity not over 1500cc"
870332,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc"
870333,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc"
870340,hasDescription,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
870350,hasDescription,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
870360,hasDescription,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power"
870370,hasDescription,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, capable of being charged by plugging to external source of electric power"
870380,hasDescription,Vehicles; with only electric motor for propulsion
870390,hasDescription,Vehicles; for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703
870410,hasDescription,"Vehicles; dumpers, designed for off-highway use, for transport of goods"
870421,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a gvw not exceeding 5 tonnes), n.e.c. in item no 8704.1"
870422,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), n.e.c. in item no 8704.1"
870423,hasDescription,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 20 tonnes), n.e.c. in item no 8704.1"
870431,hasDescription,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1"
870432,hasDescription,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. exceeding 5 tonnes), n.e.c. in item no 8704.1"
870441,hasDescription,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motor as motor for propulsion, unassembled as in section 14, (gvw not exceeding 5000kg), for the transport of goods, vans"
870442,hasDescription,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 5,000kg but not exceeding 20,000kg"
870443,hasDescription,"Vehicles; with both compression-ignition internal combustion piston engine (diesel/semi-diesel) and electric motors for propulsion, of a g.v.w. exceeding 20,000kg"
870451,hasDescription,"Vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. not exceeding 5,000kg"
870452,hasDescription,"Vehicles; with both spark-ignition internal combustion piston engine and electric motors for propulsion, of a g.v.w. exceeding 5,000kg"
870460,hasDescription,Vehicles; with only electric motor for propulsion
870490,hasDescription,"Vehicles; for transport of goods, n.e.c. in heading no. 8704"
870510,hasDescription,Vehicles; crane lorries
870520,hasDescription,Vehicles; mobile drilling derricks
870530,hasDescription,Vehicles; fire fighting vehicles
870540,hasDescription,Vehicles; concrete-mixer lorries
870590,hasDescription,"Vehicles; break-down lorries, road-sweepers, spraying lorries, mobile workshops, mobile radiological units, and other special purpose vehicles n.e.c. in heading no. 8705"
870600,hasDescription,"Chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705"
870710,hasDescription,Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8703
870790,hasDescription,"Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8701, 8702, 8704 or 8705"
870810,hasDescription,"Vehicles; bumpers and parts thereof, for the vehicles of heading no. 8701 to 8705"
870821,hasDescription,"Vehicles; parts of bodies, safety seat belts"
870822,hasDescription,"Vehicles; parts and accessories, front windscreens (windshields), rear windows and other windows specified in subheading note 1 to this chapter"
870829,hasDescription,"Vehicles; parts and accessories, of bodies, other than safety seat belts"
870830,hasDescription,"Vehicle parts; brakes, servo-brakes and parts thereof"
870840,hasDescription,Vehicle parts; gear boxes and parts thereof
870850,hasDescription,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof"
870870,hasDescription,Vehicle parts; road wheels and parts and accessories thereof
870880,hasDescription,Vehicle parts; suspension systems and parts thereof (including shock-absorbers)
870891,hasDescription,Vehicle parts; radiators and parts thereof
870892,hasDescription,Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof
870893,hasDescription,Vehicle parts; clutches and parts thereof
870894,hasDescription,"Vehicle parts; steering wheels, steering columns and steering boxes; parts thereof"
870895,hasDescription,Vehicle parts; safety airbags with inflater system; parts thereof
870899,hasDescription,Vehicle parts and accessories; n.e.c. in heading no. 8708
870911,hasDescription,"Vehicles; electrical, self-propelled, (not fitted with lifting or handling equipment), of the type used for short distance transport of goods in factories, warehouses, dock areas or airports"
870919,hasDescription,"Vehicles; (not electrical), self-propelled, without handling equipment, used for short distance transport of goods in factories, airports and such, and tractors of the type used on railway station platforms"
870990,hasDescription,Vehicles; parts of the vehicles of heading no. 8709
871000,hasDescription,"Tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles"
871110,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity not exceeding 50cc, with or without side-cars; side-cars"
871120,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 50cc but not exceeding 250cc, with or without side-cars; side-cars"
871130,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 250cc but not exceeding 500cc, with or without side-cars; side-cars"
871140,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, internal combustion piston engine of cylinder capacity exceeding 500cc but not exceeding 800cc, with or without sidecars; side-cars"
871150,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 800cc, with or without side-cars; side-cars"
871160,hasDescription,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with electric motor for propulsion, with or without side-cars; side-cars"
871190,hasDescription,"Motorcycles (including mopeds) and cycles; n.e.c. in heading no. 8711, fitted with auxiliary motor, with or without side-cars; side-cars"
871200,hasDescription,"Bicycles and other cycles; including delivery tricycles, not motorised"
871310,hasDescription,Carriages for disabled persons; not mechanically propelled
871390,hasDescription,Carriages for disabled persons; mechanically propelled
871410,hasDescription,Motorcycles (including mopeds); parts and accessories
871420,hasDescription,Carriages for disabled persons; parts and accessories thereof
871491,hasDescription,"Cycles; frames and forks, and parts thereof"
871492,hasDescription,"Cycles; parts thereof, wheel rims and spokes"
871493,hasDescription,"Cycles; parts thereof, hubs (other than coaster braking hubs and hub brakes) and free-wheel sprocket-wheels"
